date,count,year,month,day,station,name,awnd,pgtm,prcp,snow,snwd,tavg,tmax,tmin,tobs,wdf2,wdf5,wsf2,wsf5,wt01,wt02,wt03,wt04,wt05,wt06,wt08,wt09,wt13,wt14,wt16,wt17,wt18,wt19,wt22
2014-07-02T00:00:00Z,76661,2014,7,2,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.62,,0.12,0,0,67,70,56,,  280,  290,18.1,25.1,"","","","","","","","","","","","","","",""
2014-07-03T00:00:00Z,74502,2014,7,3,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,69,56,66,"","",,,"","","","","","","","","","","","","","",""
2014-07-03T00:00:00Z,74502,2014,7,3,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.19,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-03T00:00:00Z,74502,2014,7,3,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0.22,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-03T00:00:00Z,74502,2014,7,3,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.71,,0.07,0,0,63,76,56,,   40,  310,16.1,19.9,"","","","","","","","","","","","","","",""
2014-07-04T00:00:00Z,82136,2014,7,4,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,69,61,61,"","",,,"","","","","","","","","","","","","","",""
2014-07-04T00:00:00Z,82136,2014,7,4,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-04T00:00:00Z,82136,2014,7,4,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-04T00:00:00Z,82136,2014,7,4,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.16,,0,0,0,68,79,58,,  100,  110,13,17,"","","","","","",    1,"","","","","","","",""
2014-07-05T00:00:00Z,82480,2014,7,5,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,77,61,68,"","",,,"","","","","","","","","","","","","","",""
2014-07-05T00:00:00Z,82480,2014,7,5,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-05T00:00:00Z,82480,2014,7,5,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-05T00:00:00Z,82480,2014,7,5,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.28,,0,0,0,69,77,60,,  230,  240,19.9,28,"","","","","","",    1,"","","","","","","",""
2014-07-06T00:00:00Z,65392,2014,7,6,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,86,64,79,"","",,,"","","","","","","","","","","","","","",""
2014-07-06T00:00:00Z,65392,2014,7,6,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-06T00:00:00Z,65392,2014,7,6,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-06T00:00:00Z,65392,2014,7,6,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.3,,0,0,0,73,87,63,,  220,  210,21.9,30,"","","","","","","","","","","","","","",""
2014-07-07T00:00:00Z,63674,2014,7,7,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,82,72,77,"","",,,"","","","","","","","","","","","","","",""
2014-07-07T00:00:00Z,63674,2014,7,7,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.57,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-07T00:00:00Z,63674,2014,7,7,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0.4,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-07T00:00:00Z,63674,2014,7,7,US1ILCK0032,"CHICAGO 6.4 NNE, IL US",,,0.22,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-07T00:00:00Z,63674,2014,7,7,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.5,,0.63,0,0,80,88,71,,  240,  240,25.1,36,"","",    1,"","","","","","","","","","","",""
2014-07-08T00:00:00Z,68402,2014,7,8,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,81,64,71,"","",,,"","","","","","","","","","","","","","",""
2014-07-08T00:00:00Z,68402,2014,7,8,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.21,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-08T00:00:00Z,68402,2014,7,8,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0.07,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-08T00:00:00Z,68402,2014,7,8,US1ILCK0032,"CHICAGO 6.4 NNE, IL US",,,0.09,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-08T00:00:00Z,68402,2014,7,8,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.08,,0.54,0,0,76,81,66,,  280,  290,23,30,"","","","","","","","","","","","","","",""
2014-07-09T00:00:00Z,77209,2014,7,9,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,71,62,64,"","",,,"","","","","","","","","","","","","","",""
2014-07-09T00:00:00Z,77209,2014,7,9,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-09T00:00:00Z,77209,2014,7,9,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0.04,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-09T00:00:00Z,77209,2014,7,9,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.5,,0,0,0,72,80,62,,  320,  330,19.9,25.1,"","","","","","","","","","","","","","",""
2014-07-10T00:00:00Z,86039,2014,7,10,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,70,61,64,"","",,,"","","","","","","","","","","","","","",""
2014-07-10T00:00:00Z,86039,2014,7,10,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-10T00:00:00Z,86039,2014,7,10,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-10T00:00:00Z,86039,2014,7,10,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4.47,,0,0,0,70,79,60,,   60,  100,14.1,17,"","","","","","","","","","","","","","",""
2014-07-11T00:00:00Z,103145,2014,7,11,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,77,64,74,"","",,,"","","","","","","","","","","","","","",""
2014-07-11T00:00:00Z,103145,2014,7,11,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-11T00:00:00Z,103145,2014,7,11,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-11T00:00:00Z,103145,2014,7,11,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5.37,,0.01,0,0,70,81,60,,  160,  150,14.1,17,"","","","","","","","","","","","","","",""
2014-07-12T00:00:00Z,107075,2014,7,12,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,79,67,71,"","",,,"","","","","","","","","","","","","","",""
2014-07-12T00:00:00Z,107075,2014,7,12,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0.84,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-12T00:00:00Z,107075,2014,7,12,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.51,,0.47,0,0,74,80,70,,  270,  270,29.1,36.9,"","","","","","","","","","","","","","",""
2014-07-13T00:00:00Z,86120,2014,7,13,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,84,70,73,"","",,,"","","","","","","","","","","","","","",""
2014-07-13T00:00:00Z,86120,2014,7,13,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,1.89,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-13T00:00:00Z,86120,2014,7,13,US1ILCK0032,"CHICAGO 6.4 NNE, IL US",,,1.75,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-13T00:00:00Z,86120,2014,7,13,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.62,,0.01,0,0,76,85,68,,  250,  280,16.1,23,"","","","","","","","","","","","","","",""
2014-07-14T00:00:00Z,72356,2014,7,14,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,74,63,64,"","",,,"","","","","","","","","","","","","","",""
2014-07-14T00:00:00Z,72356,2014,7,14,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.01,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-14T00:00:00Z,72356,2014,7,14,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0.01,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-14T00:00:00Z,72356,2014,7,14,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.05,,0.2,0,0,72,80,61,,  310,  310,23,25.9,"","","","","","",    1,"","","","","","","",""
2014-07-15T00:00:00Z,76149,2014,7,15,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,69,57,61,"","",,,"","","","","","","","","","","","","","",""
2014-07-15T00:00:00Z,76149,2014,7,15,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-15T00:00:00Z,76149,2014,7,15,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.51,,0.05,0,0,63,70,55,,  350,  310,21,25.1,"","","","","","","","","","","","","","",""
2014-07-16T00:00:00Z,82591,2014,7,16,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,67,59,64,"","",,,"","","","","","","","","","","","","","",""
2014-07-16T00:00:00Z,82591,2014,7,16,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0.03,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-16T00:00:00Z,82591,2014,7,16,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.38,,0,0,0,63,72,55,,  350,  330,18.1,25.1,"","","","","","","","","","","","","","",""
2014-07-17T00:00:00Z,88909,2014,7,17,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,71,60,66,"","",,,"","","","","","","","","","","","","","",""
2014-07-17T00:00:00Z,88909,2014,7,17,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-17T00:00:00Z,88909,2014,7,17,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-17T00:00:00Z,88909,2014,7,17,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5.59,,0,0,0,66,78,54,,  100,   70,13,16.1,"","","","","","","","","","","","","","",""
2014-07-18T00:00:00Z,104318,2014,7,18,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,74,65,66,"","",,,"","","","","","","","","","","","","","",""
2014-07-18T00:00:00Z,104318,2014,7,18,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-18T00:00:00Z,104318,2014,7,18,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-18T00:00:00Z,104318,2014,7,18,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.93,,0,0,0,70,79,59,,  130,  150,18.1,25.1,"","","","","","","","","","","","","","",""
2014-07-19T00:00:00Z,110954,2014,7,19,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,74,64,68,"","",,,"","","","","","","","","","","","","","",""
2014-07-19T00:00:00Z,110954,2014,7,19,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-19T00:00:00Z,110954,2014,7,19,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-19T00:00:00Z,110954,2014,7,19,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4.7,,0,0,0,70,80,57,,  100,  100,14.1,19,"","","","","","",    1,"","","","","","","",""
2014-07-20T00:00:00Z,89406,2014,7,20,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,76,65,68,"","",,,"","","","","","","","","","","","","","",""
2014-07-20T00:00:00Z,89406,2014,7,20,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-20T00:00:00Z,89406,2014,7,20,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-20T00:00:00Z,89406,2014,7,20,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4.47,,0,0,0,72,82,60,,  210,  220,10.1,14.1,"","","","","","",    1,"","","","","","","",""
2014-07-21T00:00:00Z,73928,2014,7,21,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,84,68,76,"","",,,"","","","","","","","","","","","","","",""
2014-07-21T00:00:00Z,73928,2014,7,21,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-21T00:00:00Z,73928,2014,7,21,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-21T00:00:00Z,73928,2014,7,21,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.16,,0,0,0,75,86,63,,  190,  210,15,23,"","","","","","",    1,"","","","","","","",""
2014-07-22T00:00:00Z,78126,2014,7,22,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,88,69,71,"","",,,"","","","","","","","","","","","","","",""
2014-07-22T00:00:00Z,78126,2014,7,22,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-22T00:00:00Z,78126,2014,7,22,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-22T00:00:00Z,78126,2014,7,22,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.86,,0.01,0,0,79,90,69,,   30,  230,23,30,"","","","","","","","","","","","","","",""
2014-07-23T00:00:00Z,82011,2014,7,23,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,71,61,63,"","",,,"","","","","","","","","","","","","","",""
2014-07-23T00:00:00Z,82011,2014,7,23,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.88,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-23T00:00:00Z,82011,2014,7,23,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0.86,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-23T00:00:00Z,82011,2014,7,23,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.11,,0,0,0,73,75,59,,   20,   10,25.1,32,"","","","","","","","","","","","","","",""
2014-07-24T00:00:00Z,91198,2014,7,24,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-24T00:00:00Z,91198,2014,7,24,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-24T00:00:00Z,91198,2014,7,24,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.72,,0,0,0,65,75,57,,   50,   40,14.1,19,"","","","","","","","","","","","","","",""
2014-07-25T00:00:00Z,105637,2014,7,25,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,74,,70,"","",,,"","","","","","","","","","","","","","",""
2014-07-25T00:00:00Z,105637,2014,7,25,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-25T00:00:00Z,105637,2014,7,25,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-25T00:00:00Z,105637,2014,7,25,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.17,,0,0,0,66,75,55,,  230,  230,21,27.1,"","","","","","","","","","","","","","",""
2014-07-26T00:00:00Z,107213,2014,7,26,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,79,69,75,"","",,,"","","","","","","","","","","","","","",""
2014-07-26T00:00:00Z,107213,2014,7,26,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-26T00:00:00Z,107213,2014,7,26,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-26T00:00:00Z,107213,2014,7,26,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5.59,,0,0,0,74,84,68,,  230,  230,14.1,17,"","","","","","","","","","","","","","",""
2014-07-27T00:00:00Z,89469,2014,7,27,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,85,63,65,"","",,,"","","","","","","","","","","","","","",""
2014-07-27T00:00:00Z,89469,2014,7,27,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-27T00:00:00Z,89469,2014,7,27,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-27T00:00:00Z,89469,2014,7,27,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.99,,0.02,0,0,78,87,65,,  310,  290,29.1,38,"","","","","","","","","","","","","","",""
2014-07-28T00:00:00Z,73762,2014,7,28,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,65,60,62,"","",,,"","","","","","","","","","","","","","",""
2014-07-28T00:00:00Z,73762,2014,7,28,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.02,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-28T00:00:00Z,73762,2014,7,28,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0.02,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-28T00:00:00Z,73762,2014,7,28,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.18,,0,0,0,67,73,59,,   10,  360,23,30,"","","","","","","","","","","","","","",""
2014-07-29T00:00:00Z,78721,2014,7,29,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,73,60,65,"","",,,"","","","","","","","","","","","","","",""
2014-07-29T00:00:00Z,78721,2014,7,29,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-29T00:00:00Z,78721,2014,7,29,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-29T00:00:00Z,78721,2014,7,29,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.62,,0.01,0,0,69,81,58,,  340,  320,33.1,40,"","","","","","","","","","","","","","",""
2014-07-30T00:00:00Z,83923,2014,7,30,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,70,63,64,"","",,,"","","","","","","","","","","","","","",""
2014-07-30T00:00:00Z,83923,2014,7,30,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.36,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-30T00:00:00Z,83923,2014,7,30,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.93,,0,0,0,69,79,59,,   60,  290,14.1,19,"","","","","","","","","","","","","","",""
2014-07-31T00:00:00Z,91990,2014,7,31,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,82,64,73,"","",,,"","","","","","","","","","","","","","",""
2014-07-31T00:00:00Z,91990,2014,7,31,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-31T00:00:00Z,91990,2014,7,31,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-07-31T00:00:00Z,91990,2014,7,31,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.5,,0,0,0,71,84,59,,  290,  250,19.9,25.1,"","","","","","","","","","","","","","",""
2014-08-01T00:00:00Z,102413,2014,8,1,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,81,66,66,"","",,,"","","","","","","","","","","","","","",""
2014-08-01T00:00:00Z,102413,2014,8,1,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-01T00:00:00Z,102413,2014,8,1,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-01T00:00:00Z,102413,2014,8,1,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.93,,0.15,0,0,73,85,62,,   40,   30,25.1,30,"","",    1,"","","","","","","","","","","",""
2014-08-02T00:00:00Z,101964,2014,8,2,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,73,65,72,"","",,,"","","","","","","","","","","","","","",""
2014-08-02T00:00:00Z,101964,2014,8,2,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.02,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-02T00:00:00Z,101964,2014,8,2,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0.04,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-02T00:00:00Z,101964,2014,8,2,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4.25,,0,0,0,72,86,59,,   50,   50,14.1,16.1,"","","","","","","","","","","","","","",""
2014-08-03T00:00:00Z,93118,2014,8,3,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,83,67,73,"","",,,"","","","","","","","","","","","","","",""
2014-08-03T00:00:00Z,93118,2014,8,3,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-03T00:00:00Z,93118,2014,8,3,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-03T00:00:00Z,93118,2014,8,3,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.93,,0,0,0,75,87,62,,  280,  250,15,19,"","","","","","","","","","","","","","",""
2014-08-04T00:00:00Z,77506,2014,8,4,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,81,66,68,"","",,,"","","","","","","","","","","","","","",""
2014-08-04T00:00:00Z,77506,2014,8,4,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0.45,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-04T00:00:00Z,77506,2014,8,4,US1ILCK0032,"CHICAGO 6.4 NNE, IL US",,,0.55,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-04T00:00:00Z,77506,2014,8,4,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.61,,2.76,0,0,75,87,67,,   30,   30,21.9,28,"","","","","","","","","","","","","","",""
2014-08-05T00:00:00Z,72513,2014,8,5,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,74,67,67,"","",,,"","","","","","","","","","","","","","",""
2014-08-05T00:00:00Z,72513,2014,8,5,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,1.01,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-05T00:00:00Z,72513,2014,8,5,US1ILCK0032,"CHICAGO 6.4 NNE, IL US",,,1.16,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-05T00:00:00Z,72513,2014,8,5,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.26,,0,0,0,71,80,64,,   50,   50,15,17,"","","","","","","","","","","","","","",""
2014-08-06T00:00:00Z,76362,2014,8,6,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,73,66,68,"","",,,"","","","","","","","","","","","","","",""
2014-08-06T00:00:00Z,76362,2014,8,6,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-06T00:00:00Z,76362,2014,8,6,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-06T00:00:00Z,76362,2014,8,6,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.26,,0,0,0,71,80,62,,   40,"",10.1,,"","","","","","","","","","","","","","",""
2014-08-07T00:00:00Z,84369,2014,8,7,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,75,68,70,"","",,,"","","","","","","","","","","","","","",""
2014-08-07T00:00:00Z,84369,2014,8,7,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-07T00:00:00Z,84369,2014,8,7,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-07T00:00:00Z,84369,2014,8,7,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.95,,0,0,0,72,81,61,,   80,"",15,,"","","","","","","","","","","","","","",""
2014-08-08T00:00:00Z,100482,2014,8,8,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,76,70,71,"","",,,"","","","","","","","","","","","","","",""
2014-08-08T00:00:00Z,100482,2014,8,8,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-08T00:00:00Z,100482,2014,8,8,US1ILCK0240,"CHICAGO 2.7 WNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2014-08-08T00:00:00Z,100482,2014,8,8,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.74,,0,0,0,74,82,66,,  100,  110,21,25.1,"","","","","","",    1,"","","","","","","",""
2014-08-09T00:00:00Z,101664,2014,8,9,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,74,68,72,"","",,,"","","","","","","","","","","","","","",""
2014-08-09T00:00:00Z,101664,2014,8,9,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
